Mod:Item:MetaData, Localized Name
BiblioCraft:BiblioLantern:4, Lanterne dorée
BiblioCraft:BiblioLantern:5, Lanterne dorée
BiblioCraft:BiblioLantern:6, Lanterne dorée
BiblioCraft:BiblioLantern:7, Lanterne dorée
BiblioCraft:BiblioLantern:8, Lanterne dorée
BiblioCraft:BiblioLantern:9, Lanterne dorée
BiblioCraft:BiblioLantern:10, Lanterne dorée
BiblioCraft:BiblioLantern:11, Lanterne dorée
BiblioCraft:BiblioLantern:12, Lanterne dorée
BiblioCraft:BiblioLantern:13, Lanterne dorée
BiblioCraft:BiblioLantern:14, Lanterne dorée
BiblioCraft:BiblioLantern:15, Lanterne dorée
BiblioCraft:BiblioIronLantern:0, Lanterne dorée
BiblioCraft:BiblioIronLantern:1, Lanterne dorée
BiblioCraft:BiblioIronLantern:2, Lanterne dorée
BiblioCraft:BiblioIronLantern:3, Lanterne dorée
BiblioCraft:BiblioIronLantern:4, Lanterne dorée
BiblioCraft:BiblioIronLantern:5, Lanterne dorée
BiblioCraft:BiblioIronLantern:6, Lanterne dorée
BiblioCraft:BiblioIronLantern:7, Lanterne dorée
BiblioCraft:BiblioIronLantern:8, Lanterne dorée
BiblioCraft:BiblioIronLantern:9, Lanterne dorée
BiblioCraft:BiblioIronLantern:10, Lanterne dorée
BiblioCraft:BiblioIronLantern:11, Lanterne dorée
BiblioCraft:BiblioIronLantern:12, Lanterne dorée
BiblioCraft:BiblioIronLantern:13, Lanterne dorée
BiblioCraft:BiblioIronLantern:14, Lanterne dorée
BiblioCraft:BiblioIronLantern:15, Lanterne dorée
BiblioCraft:BiblioLamp:0, Lampe fantaisie
BiblioCraft:BiblioLamp:1, Lampe fantaisie
BiblioCraft:BiblioLamp:2, Lampe fantaisie
BiblioCraft:BiblioLamp:3, Lampe fantaisie
BiblioCraft:BiblioLamp:4, Lampe fantaisie
BiblioCraft:BiblioLamp:5, Lampe fantaisie
BiblioCraft:BiblioLamp:6, Lampe fantaisie
BiblioCraft:BiblioLamp:7, Lampe fantaisie
BiblioCraft:BiblioLamp:8, Lampe fantaisie
BiblioCraft:BiblioLamp:9, Lampe fantaisie
BiblioCraft:BiblioLamp:10, Lampe fantaisie
BiblioCraft:BiblioLamp:11, Lampe fantaisie
BiblioCraft:BiblioLamp:12, Lampe fantaisie
BiblioCraft:BiblioLamp:13, Lampe fantaisie
BiblioCraft:BiblioLamp:14, Lampe fantaisie
BiblioCraft:BiblioLamp:15, Lampe fantaisie
BiblioCraft:BiblioIronLamp:0, Lampe fantaisie
BiblioCraft:BiblioIronLamp:1, Lampe fantaisie
BiblioCraft:BiblioIronLamp:2, Lampe fantaisie
BiblioCraft:BiblioIronLamp:3, Lampe fantaisie
BiblioCraft:BiblioIronLamp:4, Lampe fantaisie
BiblioCraft:BiblioIronLamp:5, Lampe fantaisie
BiblioCraft:BiblioIronLamp:6, Lampe fantaisie
BiblioCraft:BiblioIronLamp:7, Lampe fantaisie
BiblioCraft:BiblioIronLamp:8, Lampe fantaisie
BiblioCraft:BiblioIronLamp:9, Lampe fantaisie
BiblioCraft:BiblioIronLamp:10, Lampe fantaisie
BiblioCraft:BiblioIronLamp:11, Lampe fantaisie
BiblioCraft:BiblioIronLamp:12, Lampe fantaisie
BiblioCraft:BiblioIronLamp:13, Lampe fantaisie
BiblioCraft:BiblioIronLamp:14, Lampe fantaisie
BiblioCraft:BiblioIronLamp:15, Lampe fantaisie
BiblioCraft:BiblioStuffs:0, Bocal à biscuit
BiblioCraft:BiblioStuffs:2, Assiette
BiblioCraft:BiblioStuffs:3, Étagère à CD
BiblioCraft:BiblioMapFrames:0, Cadre pour carte en chêne
BiblioCraft:BiblioMapFrames:1, Cadre pour carte en sapin
BiblioCraft:BiblioMapFrames:2, Cadre pour carte en bouleau
BiblioCraft:BiblioMapFrames:3, Cadre pour carte en acajou
BiblioCraft:BiblioMapFrames:4, Cadre pour carte en acacia
BiblioCraft:BiblioMapFrames:5, Cadre pour carte en chêne noir
BiblioCraft:BiblioMapFrames:6, Framed Map Frame
BiblioCraft:BiblioSeats:0, Chaise en chêne
BiblioCraft:BiblioSeats:1, Chaise en sapin
BiblioCraft:BiblioSeats:2, Chaise en bouleau
BiblioCraft:BiblioSeats:3, Chaise en acajou
BiblioCraft:BiblioSeats:4, Chaise en acacia
BiblioCraft:BiblioSeats:5, Chaise en chêne noir
BiblioCraft:BiblioSeats:6, Framed Seat
ThaumicTinkerer:magnet:0, Kinetic Attractor
ThaumicTinkerer:magnet:1, Corporeal Attractor
ThaumicTinkerer:bedrockPortal, Bedrock Portal
ThaumicTinkerer:darkQuartzSlab:0, Smokey Quartz Slab
ThaumicTinkerer:darkQuartzSlabFull:0, Smokey Quartz Slab
ThaumicTinkerer:platform, Ethereal Platform
ThaumicTinkerer:gaseousShadow, tile.gaseousShadow.name
ThaumicTinkerer:nitorGas, tile.nitorGas.name
ThaumicTinkerer:fireChaos, Perditio Imbued Fire
ThaumicTinkerer:fireOrder, Ordo Imbued Fire
ThaumicTinkerer:Levitational Locomotive, Levitational Locomotive
ThaumicTinkerer:gaseousLight, tile.gaseousLight.name
ThaumicTinkerer:fireEarth, Terra Imbued Fire
ThaumicTinkerer:funnel, Essentia Funnel
ThaumicTinkerer:Levitational Locomotive Relay, Levitational Locomotive Relay
ThaumicTinkerer:spawner, Tablet of Necromancy
ThaumicTinkerer:repairer, Thaumic Restorer
ThaumicTinkerer:fireWater, Aqua Imbued Fire
ThaumicTinkerer:forcefield, Forcefield
ThaumicTinkerer:animationTablet, Dynamism Tablet
ThaumicTinkerer:fireAir, Aer Imbued Fire
ThaumicTinkerer:fireFire, Ignis Imbued Fire
ThaumicTinkerer:infusedFarmland, tile.infusedFarmland.name
ThaumicTinkerer:interface, Transvector Interface
ThaumicTinkerer:dislocator, Transvector Dislocator
ThaumicTinkerer:infusedGrainBlock, tile.infusedGrainBlock.name
ThaumicTinkerer:darkQuartzStairs, Smokey Quartz Stairs
ThaumicTinkerer:warpGate, Celestial Gateway
ThaumicTinkerer:enchanter, Osmotic Enchanter
ThaumicTinkerer:darkQuartz:0, Block of Smokey Quartz
ThaumicTinkerer:darkQuartz:1, Chiseled Smokey Quartz Block
ThaumicTinkerer:darkQuartz:2, Pillar Smokey Quartz Block
ForbiddenMagic:ArcaneCake, Thaumic Cake
ForbiddenMagic:WrathCage, Wrath Cage
ForbiddenMagic:InkFlower, Umbral Rose
ForbiddenMagic:StarBlock, Nether Star Block
ForbiddenMagic:UmbralBush, Umbral Rose Bush
ForbiddenMagic:TaintLog, Tainted Log
ForbiddenMagic:TaintPlank, Tainted Planks
ForbiddenMagic:TaintLeaves, Tainted Leaves
ForbiddenMagic:TaintSapling, Tainted Sapling
ForbiddenMagic:TaintBlock:0, Tainted Stone
ForbiddenMagic:TaintBlock:1, Tainted Stone Bricks
BloodArsenal:blood_stone:0, Blank Blood Stone
BloodArsenal:blood_stone:1, Reinforced Blood Stone
BloodArsenal:blood_stone:2, Imbued Blood Stone
BloodArsenal:blood_stone:3, Demonic Blood Stone
BloodArsenal:blood_stone:4, Ethereal Blood Stone
BloodArsenal:blood_tnt, Blood TNT
BloodArsenal:blood_stained_glass, Blood Stained Glass
BloodArsenal:blood_infused_wood, Blood Infused Wood
BloodArsenal:blood_infused_planks, Blood Infused Wooden Plank
BloodArsenal:blood_stained_ice, Blood Stained Ice
BloodArsenal:blood_stained_ice_packed, Blood Stained Packed Ice
BloodArsenal:blood_infused_iron_block, Blood Infused Iron Block
BloodArsenal:blood_cake, Blood Cake
BloodArsenal:blood_torch, Blood Torch
BloodArsenal:blood_infused_glowstone, Blood Infused Glowstone
BloodArsenal:blood_lamp, Blood Lamp
BloodArsenal:blood_infused_diamond_block, Blood Infused Diamond Block
BloodArsenal:portable_altar, Portable Altar
BloodArsenal:life_infuser, Life Infuser
BloodArsenal:compacter, Soul Compacter
BloodArsenal:lp_materializer, Life Essence Materializer
BloodArsenal:compacted_mrs, Compacted Master Ritual Stone
BloodArsenal:block_burned_string, Blood Burned String
botanicenergistics:AERuneAssembler, Runic Assembler
botanicenergistics:AEDaisy, Cabled Daisy
botanicenergistics:ElvenPortal, tile.elvenportal.name
craftarcanum:voidmetalblock, Void metal Block
EMT:PortableNode, Portable Node
EMT:ShieldBlock, Shield Block
EMT:EMTSolars:0, Compressed Solar Panel
EMT:EMTSolars:1, Double Compressed Solar Panel
EMT:EMTSolars:2, Triple Compressed Solar Panel
EMT:EMTSolars:3, Water Infused Compressed Solar Panel
EMT:EMTSolars:4, Water Infused Double Compressed Solar Panel
EMT:EMTSolars:5, Water Infused Triple Compressed Solar Panel
EMT:EMTSolars:6, Entropy Infused Compressed Solar Panel
EMT:EMTSolars:7, Entropy Double Infused Compressed Solar Panel
EMT:EMTSolars:8, Entropy Triple Infused Compressed Solar Panel
EMT:EMTSolars:9, Order Infused Compressed Solar Panel
EMT:EMTSolars:10, Order Infused Double Compressed Solar Panel
EMT:EMTSolars:11, Order Infused Triple Compressed Solar Panel
EMT:EMTSolars:12, Fire Infused Compressed Solar Panel
EMT:EMTSolars:13, Fire Infused Double Compressed Solar Panel
EMT:EMTSolars:14, Fire Infused Triple Compressed Solar Panel
EMT:EMTSolars:15, Air Infused Compressed Solar Panel
EMT:EMTSolars2:0, Air Infused Double Compressed Solar Panel
EMT:EMTSolars2:1, Air Infused Triple Compressed Solar Panel
EMT:EMTSolars2:2, Earth Infused Compressed Solar Panel
EMT:EMTSolars2:3, Earth Infused Double Compressed Solar Panel
EMT:EMTSolars2:4, Earth Infused Triple Compressed Solar Panel
EMT:EMTMachines:0, Industrial Wand Charging Station
EMT:EMTMachines:1, Ethereal Processor
EMT:EssentiaGenerators:0, Potentia Generator
EMT:EssentiaGenerators:1, Ignis Generator
EMT:EssentiaGenerators:2, Auram Generator
EMT:EssentiaGenerators:3, Arbor Generator
EMT:EssentiaGenerators:4, Aer Generator
EMT:electricCloud, Electric Cloud
EnderZoo:blockConfusingCharge, Charge Désorientante
EnderZoo:blockEnderCharge, Charge de l'Ender
EnderZoo:blockConcussionCharge, Charge Concussive
extracells:certustank, extracells.block.certustank.name
extracells:walrus, Morse
extracells:fluidcrafter, Assembleur de fluide ME
extracells:ecbaseblock:0, Interface de fluide ME
extracells:ecbaseblock:1, ME Fluid Auto Filler
extracells:hardmedrive, Blast resistant ME Drive [WIP]
extracells:vibrantchamberfluid, Fluid Vibration Chamber
gadomancy:BlockStickyJar, Sticky Jar
gadomancy:BlockArcaneDropper, Arcane Dropper
gadomancy:BlockInfusionClaw, Infusion Claw
gadomancy:BlockRemoteJar, Mirrored Jar
gadomancy:BlockExtendedNodeJar, Node in a Jar
gadomancy:BlockNodeManipulator:5, Node Manipulator
gadomancy:BlockStoneMachine:0, Randomization Focus
gadomancy:BlockStoneMachine:1, Ancient Pedestal
gadomancy:BlockStoneMachine:2, Arcane Enervation Emitter
gadomancy:BlockStoneMachine:3, Redirection Focus
gadomancy:BlockStoneMachine:4, Arcane Packager
gadomancy:BlockAdditionalEldritchPortal, Portail surnaturel
gadomancy:BlockAuraPylon:0, Aura Pylon
gadomancy:BlockAuraPylon:1, Aura Pylon Peak
gadomancy:BlockKnowledgeBook, Book of Knowledge
gadomancy:BlockEssentiaCompressor, Essentia Condenser
GardenContainers:wood_window_box:0, Jardinière en chêne
GardenContainers:wood_window_box:1, Jardinière en sapin
GardenContainers:wood_window_box:2, Jardinière en bouleau
GardenContainers:wood_window_box:3, Jardinière en acajou
GardenContainers:wood_window_box:4, Jardinière en acacia
GardenContainers:wood_window_box:5, Jardinière en chêne noir
GardenContainers:stone_window_box:0, Jardinière en pierre
GardenContainers:stone_window_box:1, Jardinière en briques de pierre
GardenContainers:stone_window_box:2, Jardinière en briques de pierres moussues
GardenContainers:stone_window_box:3, Jardinière en briques
GardenContainers:stone_window_box:4, Jardinière en briques du nether
GardenContainers:stone_window_box:5, Jardinière en grès
GardenContainers:decorative_pot:0, Pot de fleur décoratif
GardenContainers:decorative_pot:1, Pot de fleur décoratif (Cisellé)
GardenContainers:decorative_pot:2, Pot de fleur décoratif (Pillier)
GardenContainers:large_pot:0, Pot de fleur large
GardenContainers:large_pot:1, Pot de fleur large brut
GardenContainers:large_pot_colored:0, Pot de fleur large noir
GardenContainers:large_pot_colored:1, Pot de fleur large rouge
GardenContainers:large_pot_colored:2, Pot de fleur large vert
GardenContainers:large_pot_colored:3, Pot de fleur large marron
GardenContainers:large_pot_colored:4, Pot de fleur large bleu
GardenContainers:large_pot_colored:5, Pot de fleur large violet
GardenContainers:large_pot_colored:6, Pot de fleur large cyan
GardenContainers:large_pot_colored:7, Pot de fleur large gris clair
GardenContainers:large_pot_colored:8, Pot de fleur large gris
GardenContainers:large_pot_colored:9, Pot de fleur large rose
GardenContainers:large_pot_colored:10, Pot de fleur large citron
GardenContainers:large_pot_colored:11, Pot de fleur large jaune
GardenContainers:large_pot_colored:12, Pot de fleur large bleu clair
GardenContainers:large_pot_colored:13, Pot de fleur large magenta
GardenContainers:large_pot_colored:14, Pot de fleur large orange
GardenContainers:large_pot_colored:15, Pot de fleur large blanc
GardenContainers:medium_pot:0, Pot de fleur moyen
GardenContainers:medium_pot_colored:0, Pot de fleur moyen noir
GardenContainers:medium_pot_colored:1, Pot de fleur moyen rouge
GardenContainers:medium_pot_colored:2, Pot de fleur moyen vert
GardenContainers:medium_pot_colored:3, Pot de fleur moyen marron
GardenContainers:medium_pot_colored:4, Pot de fleur moyen bleu
GardenContainers:medium_pot_colored:5, Pot de fleur moyen violet
GardenContainers:medium_pot_colored:6, Pot de fleur moyen cyan
GardenContainers:medium_pot_colored:7, Pot de fleur moyen gris clair
GardenContainers:medium_pot_colored:8, Pot de fleur moyen gris
GardenContainers:medium_pot_colored:9, Pot de fleur moyen rose
GardenContainers:medium_pot_colored:10, Pot de fleur moyen citron
GardenContainers:medium_pot_colored:11, Pot de fleur moyen jaune
GardenContainers:medium_pot_colored:12, Pot de fleur moyen bleu clair
GardenContainers:medium_pot_colored:13, Pot de fleur moyen magenta
GardenContainers:medium_pot_colored:14, Pot de fleur moyen orange
GardenContainers:medium_pot_colored:15, Pot de fleur moyen blanc
GardenContainers:pottery_table, Table de poterie
GardenCore:garden_soil, Sol de jardin
GardenCore:garden_farmland, Sol de jardin labouré
GardenCore:garden_proxy, Procuration de jardin
GardenCore:small_fire, Petit feu
GardenCore:compost_bin, Composteur
GardenStuff:heavy_chain:0, Chaîne lourde en fer
GardenStuff:heavy_chain:1, Chaîne lourde en or
GardenStuff:heavy_chain:3, Chaîne lourde rouillée
GardenStuff:heavy_chain:4, Chaîne lourde en fer forgé
GardenStuff:heavy_chain:5, Chaîne lourde moussue
GardenStuff:light_chain:0, Chaîne légère en fer
GardenStuff:light_chain:1, Chaîne légère en or
GardenStuff:light_chain:3, Chaîne légère rouillée
GardenStuff:light_chain:4, Chaîne légère en fer forgé
GardenStuff:light_chain:5, Chaîne légère moussue
GardenStuff:lattice:0, Treillis en fer
GardenStuff:lattice:1, Treillis rouillés
GardenStuff:lattice:2, Treillis en fer forgé
GardenStuff:lattice:3, Treillis moussus
GardenStuff:lattice_wood:0, Treillis en chêne
GardenStuff:lattice_wood:1, Treillis en sapin
GardenStuff:lattice_wood:2, Treillis en bouleau
GardenStuff:lattice_wood:3, Treillis en acajou
GardenStuff:lattice_wood:4, Treillis en acacia
GardenStuff:lattice_wood:5, Treillis en chêne noir
GardenStuff:root_cover, tile.gardenstuff.rootCover.name
GardenStuff:lantern:0, Lanterne de jardin
GardenStuff:lantern:0, Lanterne de jardin
GardenStuff:lantern:1, Lanterne de jardin
GardenStuff:lantern:2, Lanterne de jardin
GardenStuff:lantern:3, Lanterne de jardin
GardenStuff:lantern:4, Lanterne de jardin
GardenStuff:lantern:5, Lanterne de jardin
GardenStuff:lantern:6, Lanterne de jardin
GardenStuff:lantern:7, Lanterne de jardin
GardenStuff:lantern:8, Lanterne de jardin
GardenStuff:lantern:9, Lanterne de jardin
GardenStuff:lantern:10, Lanterne de jardin
GardenStuff:lantern:11, Lanterne de jardin
GardenStuff:lantern:12, Lanterne de jardin
GardenStuff:lantern:13, Lanterne de jardin
GardenStuff:lantern:14, Lanterne de jardin
GardenStuff:lantern:15, Lanterne de jardin
GardenStuff:metal_block, Bloc de fer forgé
GardenStuff:stone_block, Bloc de charbon de bois
GardenStuff:fence:0, Barrière en fer forgé
GardenStuff:fence:1, Barrière en fer forgé
GardenStuff:fence:2, Barrière en fer forgé
GardenStuff:fence:3, Barrière en fer forgé
GardenStuff:bloomery_furnace, Four de forge
GardenStuff:moss_brick:0, Briques de pierre moussue
GardenStuff:moss_brick:1, Briques de pierre moussue
GardenStuff:moss_brick:2, Briques de pierre moussue
GardenStuff:moss_brick:3, Briques de pierre moussue craquelée
GardenStuff:moss_brick:4, Briques de pierre moussue craquelée
GardenStuff:moss_brick:5, Briques de pierre moussue craquelée
GardenStuff:moss_brick:6, Briques de pierre moussue craquelée
GardenStuff:candelabra:0, Candelabra
GardenStuff:candelabra:1, Candelabra
GardenStuff:candelabra:2, Candelabra
GardenStuff:hoop, Wrought Iron Hoop
GardenTrees:sapling:0, Pousse de pin
GardenTrees:sapling:1, Pousse des marais
GardenTrees:sapling:2, Pousse de grand bouleau
GardenTrees:thin_log:0, Poteau en chêne
GardenTrees:thin_log:1, Poteau en sapin
GardenTrees:thin_log:2, Poteau en bouleau
GardenTrees:thin_log:3, Poteau en acajou
GardenTrees:thin_log:4, Poteau en acacia
GardenTrees:thin_log:5, Poteau en chêne noir
GardenTrees:thin_log_fence:0, Poteau de barrière en chêne
GardenTrees:thin_log_fence:1, Poteau de barrière en sapin
GardenTrees:thin_log_fence:2, Poteau de barrière en  bouleau
GardenTrees:thin_log_fence:3, Poteau de barrière en acajou
GardenTrees:thin_log_fence:4, Poteau de barrière en acacia
GardenTrees:thin_log_fence:5, Poteau de barrière en chêne noir
GardenTrees:ivy, Liane du démon
GardenTrees:strange_plant, Plante étrange
GardenTrees:candelilla_bush, Candelilla
HardcoreEnderExpansion:enhanced_tnt, TNT
HardcoreEnderExpansion:end_powder_ore, Minerai de poudre du Néant
HardcoreEnderExpansion:void_chest, Coffre du vide
HardcoreEnderExpansion:end_stone_terrain:0, Pierre blanche infestée
HardcoreEnderExpansion:end_stone_terrain:1, Pierre blanche brûlée
HardcoreEnderExpansion:end_stone_terrain:2, Pierre blanche enchantée
HardcoreEnderExpansion:laboratory_stairs, Escaliers de laboratoire
HardcoreEnderExpansion:death_flower_pot, Flower Pot
HardcoreEnderExpansion:obsidian_stairs, Escaliers en obsidienne
HardcoreEnderExpansion:stardust_ore, Minerai de poussière d'étoile
HardcoreEnderExpansion:death_flower:0, Fleur funeste
HardcoreEnderExpansion:death_flower:15, Fleur funeste
HardcoreEnderExpansion:decomposition_table, Table de décomposition
HardcoreEnderExpansion:laboratory_obsidian, Obsidienne de laboratoire
HardcoreEnderExpansion:corrupted_energy_high, Unnamed Block, report to mod author.
HardcoreEnderExpansion:ravaged_brick_glow, Brique ravagée lumineuse
HardcoreEnderExpansion:dungeon_puzzle:13, Bloc d'énigme du donjon (Mur)
HardcoreEnderExpansion:dungeon_puzzle:14, Bloc d'énigme du donjon (Pierre)
HardcoreEnderExpansion:dungeon_puzzle:15, Bloc d'énigme du donjon (Plafond)
HardcoreEnderExpansion:dungeon_puzzle:12, Bloc d'énigme du donjon (Désactivé)
HardcoreEnderExpansion:dungeon_puzzle:0, Bloc d'énigme du donjon (Bascule-Eteint)
HardcoreEnderExpansion:dungeon_puzzle:1, Bloc d'énigme du donjon (Bascule-Allumé)
HardcoreEnderExpansion:dungeon_puzzle:2, Bloc d'énigme du donjon (Poussoir-Eteint)
HardcoreEnderExpansion:dungeon_puzzle:3, Bloc d'énigme du donjon (Poussoir-Allumé)
HardcoreEnderExpansion:dungeon_puzzle:4, Bloc d'énigme du donjon (Distributeur-Diffusion-Eteint)
HardcoreEnderExpansion:dungeon_puzzle:5, Bloc d'énigme du donjon (Distributeur-Diffusion-Allumé)
HardcoreEnderExpansion:dungeon_puzzle:6, Bloc d'énigme du donjon (Distributeur-Carré-Eteint)
HardcoreEnderExpansion:dungeon_puzzle:7, Bloc d'énigme du donjon (Distributeur-Carré-Allumé)
HardcoreEnderExpansion:laboratory_floor, Sol du laboratoire
HardcoreEnderExpansion:custom_spawner, Générateur de monstres
HardcoreEnderExpansion:cinder, Pousolane
HardcoreEnderExpansion:spooky_leaves, Feuilles lugubres
HardcoreEnderExpansion:igneous_rock_ore, Minerai de roche ignée
